label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-lenovo-yoga-slim-6-14irh8-83e0000vvn,Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN,24490000,84,70,lenovo,yoga,2.0,"Bộ vi xử lý Intel Core i7-13700H, cho khả năng xử lý mọi tác vụ đồ họa, lập trình và giải trí mượt mà. RAM 16GB LPDDR5x-5200 và ổ cứng SSD 512GB, cho tốc độ đọc/ghi dữ liệu nhanh chóng và khả năng lưu trữ đa dạng ứng dụng và tệp tin. Màn hình 14 inch WUXGA OLED, cung cấp hình ảnh sắc nét, màu sắc chính xác và độ tương phản ấn tượng. Thiết kế mỏng nhẹ, chỉ nặng 1.35 kg, dễ dàng mang theo bất kỳ đâu mà không gây mệt mỏi cho người dùng.",Xám,2024,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i7-13700H (14 lõi (6P + 8E) / 20 luồng, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB)",16GB,LPDDR5x-5200 Onboard,16GB LPDDR5x-5200 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512GB,60 Hz,Tấm nền Oled,14 inches,Độ sáng 400 nits  Độ phủ màu 100% DCI-P3 Eyesafe Dolby Vision DisplayHDR True Black 500,1920 x 1200 pixels (WUXGA),"Âm thanh độ phân giải cao (HD)  Loa âm thanh nổi, 2W x2 Dolby Atmos",Vỏ kim loại,312 x 221 x 14.9 mm (W x D x H),1.35 kg,"Wi-Fi 6, Màn hình Oled",,Firmware TPM 2.0,"FHD 1080p + IR với màn trập camera, cảm biến ToF",Windows 11 Home Single Language,65 Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1)  2x USB-C (Thunderbolt 4 / USB4 40Gbps) với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm)"
Văn phòng,laptop-asus-expertbook-p5-p5405csa-nz0016w,Laptop ASUS ExpertBook P5 P5405CSA-NZ0016W,27990000,82,47,asus,expertbook,3.0,"Trang bị vi xử lý Intel U5-226V, mang đến hiệu năng ổn định, phù hợp cho các tác vụ văn phòng và đa nhiệm hàng ngày. 16GB RAM và ổ cứng 512GB PCIe, máy cho phép người dùng lưu trữ nhiều dữ liệu và chạy nhiều ứng dụng cùng lúc mà không bị chậm. Màn hình 14.0 inch WQXGA với tần số quét 144Hz cung cấp hình ảnh sắc nét, mượt mà, rất thích hợp cho việc xem phim và làm việc đồ họa cơ bản. Laptop có thiết kế màu xám sang trọng, phù hợp với môi trường làm việc chuyên nghiệp và dễ dàng mang theo bên mình.",Xám,2022,Nhật Bản,Intel Arc 130V GPU,"Intel Core Ultra 5 226V 16GB 1.6 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,512GB M.2 2280 NVMe PCIe 4.0 SSD,512GB,144 Hz,Tấm nền WVA,14 inches,Độ sáng 400nitsMàn hình chống chóiĐộ phủ màu sRGB: 100%Góc nhìn 178/178,2560 x 1600 (WQXGA),Dolby Atmos Công nghệ Smart Amp Micrô mảng tích hợp,Vỏ kim loại,31.20 x 22.32 x 1.49 ~ 1.64 cm (W x H x D),1.27 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền,Cảm biến vân tay tích hợp với Power Key Camera hồng ngoại hỗ trợ Windows Hello Kensington Nano Security Slot (6x 2.5mm) Trusted Platform Module (TPM),Camera FHD 1080p có chức năng IR hỗ trợ Windows Hello Có màn trập camera,Windows 11 Home,"63WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,"2x USB 3.2 Gen 2 Type-A 2x Thunderbolt 4, tương thích với USB4, hỗ trợ display / sạc 1x HDMI 2.1 1x 3.5mm Combo Audio Jack"
Văn phòng,laptop-lg-gram-2024-14z90s-g-ah55a5,Laptop LG Gram 2024 14Z90S-G.AH55A5,28990000,98,20,lg,gram,1.5,"Laptop có thiết kế mỏng nhẹ, lý tưởng cho những người thường xuyên di chuyển. Trang bị bộ vi xử lý Intel U5-125H, 16GB RAM và ổ cứng SSD 512GB PCIe có thể xử lý mượt mà các tác vụ văn phòng, học tập và giải trí nhẹ nhàng. Màn hình 14 inch độ phân giải 1920x1200 với tấm nền IPS và độ phủ màu DCI-P3 99% mang đến hình ảnh sắc nét, sống động và màu sắc chính xác. Cài đặt sẵn hệ điều hành Windows 11 mới nhất, mang đến trải nghiệm sử dụng hiện đại và hiệu quả.",Đen,2021,Singapore,Intel Arc Graphics,Intel Core Ultra 5 - 125H,16GB,LPDDR5X 6400MHz Onboard,16GB LPDDR5X 6400MHz Onboard 2 khe (8GB + 8GB),"512GB M.2(2280) Dual SSD slots, Gen 4.0 - trống 1 khe",512GB,60Hz,Tấm nền IPS,14 inches,Tỉ lệ 16:10Độ phủ màu DCI-P3 99% Màn hình chống chóiĐộ sáng 350 nit,1920 x 1200 pixels (WUXGA),Stereo Speaker 1.5W x 2Âm thanh HD với Dolby Atmos,,"312 x 214,3 x 15,7 ~ 16,9 mm",1.120 g,"Wi-Fi 6, Nhận diện khuôn mặt",,"Bảo mật SSD, RPMC Khóa Kensington thông thường fTPM/HW TPM(Tùy chọn) Vpro được bảo lưu, Dấu vân tay(Tùy chọn)",Webcam FHD IR có Mic kép (Nhận diện khuôn mặt),Windows 11 Home,"72 Wh Li-Ion Phát lại video: 29,5 giờ JEITA 3.0 (Phát lại video) : 14 giờ JEITA 3.0 (Không hoạt động) : 31 giờ",Wi-Fi 6E (802.11ax) - AX211,Bluetooth 5.3,"HDMI (4K@60Hz)  2x USB 3.2 GEN1x1: 5G 1x USB4 Gen 3x2 Type C (USB PD & Intel Thunderbolt 4)1x USB3.2 Gen 2x1 Type C (USB PD) 4Pole Headset, US type10/100 with RJ45 adapter (Option)"
Văn phòng,laptop-acer-swift-go-14-ai-sfg14-73-71zx,Laptop Acer Swift Go 14 AI SFG14-73-71ZX NX.KSLSV.002,25490000,50,30,acer,swift,3.8,"Tần số quét 120Hz cho trải nghiệm hình ảnh mượt mà, đặc biệt phù hợp với game thủ và người sáng tạo nội dung. CPU Intel Core Ultra 7-155H thế hệ mới nhất cho hiệu năng mạnh mẽ, xử lý mượt mà các tác vụ nặng. Webcam QHD để đáp ứng nhu cầu họp trực tuyến, đảm bảo hình ảnh rõ nét và chuyên nghiệp. Cảm biến vân tay tích hợp cho phép đăng nhập nhanh chóng và an toàn.",Bạc,2021,Singapore,Intel Arc Graphics,"Intel Core Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng )",16GB,LPDDR5x 6400MHz Onboard,16GB LPDDR5x 6400MHz Onboard,512GB SSD M.2 NVMe,512GB,120Hz,Tấm nền IPS,14 inches,,2880 x 1800 pixels,,,312.9 x 217.9 x 14.9 mm,1.3 kg,Bảo mật vân tay,LED,Vân tay,QHD webcam,Windows 11 Home SL,"4 cell 65 Wh , Pin liền",Wi-Fi 7 BE,Bluetooth 5.3,2 x USB 3.22 x Thunderbolt 4 1 x micro SD card slot Audio combo1 x HDMI
Văn phòng,laptop-asus-expertbook-p5-p5405csa-nz0017w,Laptop ASUS ExpertBook P5 P5405CSA-NZ0017W,34990000,23,23,asus,expertbook,2.0,"Trang bị vi xử lý Intel U7-258V, mang lại hiệu suất mạnh mẽ cho các tác vụ đa nhiệm và công việc văn phòng, giúp người dùng hoàn thành công việc một cách hiệu quả. Với 32GB RAM, máy cho phép chạy nhiều ứng dụng cùng lúc mà không gặp tình trạng lag, đáp ứng tốt nhu cầu làm việc chuyên sâu. Ổ cứng 1TB PCIe cung cấp không gian lưu trữ lớn, giúp người dùng dễ dàng lưu trữ tài liệu, hình ảnh và video mà không lo hết dung lượng. Màn hình 14.0 inch WQXGA với tần số quét 144Hz mang đến hình ảnh sắc nét và mượt mà, lý tưởng cho việc xem phim và làm việc với đồ họa.",Xám,2021,Singapore,Intel Arc 140V GPU,"Intel Core Ultra 7 258V 32GB 1.8 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng)",32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 2280 NVMe PCIe 4.0 SSD,1TB,144 Hz,Tấm nền WVA,14 inches,Độ sáng 400nitsMàn hình chống chóiĐộ phủ màu sRGB: 100%Góc nhìn 178/178,2560 x 1600 (WQXGA),Dolby Atmos Công nghệ Smart Amp Micrô mảng tích hợp,Vỏ kim loại,31.20 x 22.32 x 1.49 ~ 1.64 cm (W x H x D),1.27 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền,Cảm biến vân tay tích hợp với Power Key Camera hồng ngoại hỗ trợ Windows Hello Kensington Nano Security Slot (6x 2.5mm) Trusted Platform Module (TPM),Camera FHD 1080p có chức năng IR hỗ trợ Windows Hello Có màn trập camera,Windows 11 Home,"63WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,"2x USB 3.2 Gen 2 Type-A 2x Thunderbolt 4, tương thích với USB4, hỗ trợ display / sạc 1x HDMI 2.1 1x 3.5mm Combo Audio Jack"
Văn phòng,laptop-acer-swift-lite-14-ai-sfl14-51m-78xz,Laptop Acer Swift Lite 14 AI SFL14-51M-78XZ,21990000,87,85,acer,swift,1.7,"Màn hình 14.0 inch FHD+ mang đến hình ảnh rõ ràng và chi tiết, tuyệt vời cho công việc và giải trí. Trang bị bộ vi xử lý Intel U7-155U và RAM 16GB, máy xử lý mượt mà các tác vụ đa nhiệm. Ổ cứng 512GB PCIe cho không gian lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh chóng. Thời lượng pin ấn tượng duy trì thời gian sử dụng lâu, lý tưởng cho những ai thường xuyên di chuyển.",Bạc,2022,Hàn Quốc,Intel Graphics,"Intel Core Ultra 7 155U (12 lõi / 14 luồng, 3.8 GHz, 4.8 GHz, 12 MB Intel Smart Cache)",16GB,DDR5 5600 MT/s,16GB DDR5 5600 MT/s 2 khe nâng cấp tối đa 32GB (cắm sẵn 1x 16GB),512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),512GB,60 Hz,Tấm nền IPS,14 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView LED-backlit TFT LCD,1920 x 1200 pixels (FullHD+),Hai loa stereo tích hợp Hai micro kỹ thuật số tích hợp,Vỏ nhựa - nắp lưng kim loại,314.4 x 221.9 x 17.5 mm (W x D x H),1.27 kg,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords, Kensington lock",Camera FHD,Windows 11 Home SL,58Whr 3-cell 65W PD Type-C Adapter,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,"1x USB Type-C  3x USB-A  1x Khe cắm microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT) 1x HDMI 1.4 port hỗ trợ HDCP1 x Headphone/speaker jack"
Văn phòng,laptop-dell-inspiron-15-3520-25p2312,Laptop Dell Inspiron 15 3520,16490000,16,24,dell,inspiron,2.7,"Thiết kế sang trọng và tinh tế với màu bạc cao cấp. Trang bị con chip Intel Core i5-1235U mang lại hiệu suất ổn định. Ram 16GB và ổ cứng SSD 512GB PCIe đảm bảo tốc độ khởi động nhanh chóng. Màn hình 15.6 inch Full HD với tần số quét 120Hz, mang đến trải nghiệm gaming mượt mà. Hệ điều hành Windows 11 kết hợp bộ Office tiêu chuẩn, đáp ứng tốt nhu cầu văn phòng.",Bạc,2021,Trung Quốc,Intel Iris Xe Graphics,Intel Core i5-1235U (10 cores) - Max Turbo Frequency: 4.40 GHz,16GB,DDR4 2666MHz,16GB DDR4 2666MHz 2 x 8GB,512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280,512GB,120 Hz,Tấm nền WVA,15.6 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Cirrus Logic HD Audio,,35.85 x 23.49 x 1.75 cm (L x W x H),1.685 kg,Wi-Fi 6,,"Công nghệ Intel Platform Trust, Giảm thiểu bảo mật SMM, Xóa dữ liệu khi khởi động tiếp theo, Absolute, Bảo mật đường dẫn khởi động UEFI",HD WebCam with microphone,Windows 11 Home Single Language 64-bit + Office Home & Student 2021,3 Cell Int (41Wh),802.11 ac,Bluetooth 5.0,1 x USB 2.0 Type-A 2 x USB 3.2 Gen 1 Type-A 1 x HDMI 1 x Headphone/ Microphone combo audio jack 1 x SATA 3
Văn phòng,laptop-asus-vivobook-15-oled-a1505va-l1114w,Laptop ASUS VivoBook 15 OLED A1505VA-L1114W,17390000,98,3,asus,vivobook,2.8,"Màn hình 15.6 inch tấm nền OLED cho khả năng tái tạo hoàn hảo CPU Intel Core i5-13500H mạnh mẽ có thể xử lý mượt mà mọi tác vụ Card Intel Iris XE cho trải nghiệm giải trí cao RAM 16 GB chạy đa ứng dụng mượt mà không lo giật, lag Ổ cứng SSD 512 GB cho tốc độ truy xuất dữ liệu nhanh, không gian lưu trữ đủ lớn",Đen,2024,Đài Loan,Intel Iris Xe Graphics,"Intel Core i5-13500H 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,,Tấm nền Oled,15.6 inches,Thời gian phản hồi 0.2msTần số quét 60HzĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3Display HDR True Black 6001.07 tỷ màuTÜV Rheinland-certifiedSGS Eye Care Display,1920 x 1080 pixels (FullHD),SonicMaster Loa tích hợp Micrô mảng tích hợp,Vỏ nhựa,35.68 x 22.76 x 1.99 ~ 1.99 cm (W x H x D),1.70 kg,"Wi-Fi 6, Màn hình Oled",Bàn phím Chiclet với Num-key,McAfee LiveSafe 30 ngày dùng thử miễn phí McAfee LiveSafe BIOS Bảo vệ mật khẩu người dùng BIOS setup user password Mô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 1*1,Bluetooth 5,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C (Sạc) 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Văn phòng,laptop-asus-vivobook-s-14-flip-tp3402va-lz118w,Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ118W,22890000,41,20,asus,vivobook,1.6,"Kích thước nhỏ gọn 14 inch dễ dàng mang đi làm việc, cà phê Chip Intel Core i9-13900H mạnh mẽ cân mọi tác vụ văn phòng Ram 16GB vừa sử dụng Chrome, Word, Excel mà không lo bị giật, lag SSD lên đến 512GB giúp việc khởi động, chạy các ứng dụng mượt mà Bản lề gập 360 độ thoải mái sáng tạo ở mọi tư thế",Bạc,2024,Hàn Quốc,Intel UHD Graphics,"Intel Core I9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi / 20 luồng)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,,Tấm nền IPS,14 inches,Tần số quét 60 Hz  Độ sáng 300nits  Độ phủ màu 45% NTSC TÜV Rheinland-certified,1920 x 1200 pixels (WUXGA),Công nghệ khuếch đại thông minh Loa tích hợp Micrô mảng tích hợp Harman/kardon (Mainstream),Vỏ nhựa,31.32 x 22.76 x 1.89 ~ 1.89 cm (W x H x D),1.50 kg,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Xoay gập 360 độ (2 in 1)",Bàn phím Chiclet có đèn nền,McAfee LiveSafe 30 ngày dùng thử miễn phí McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (Firmware TPM),1080p FHD với màn trập camera,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 2*2,Bluetooth 5,1x USB 2.0 Type-A 1x USB 3.2 Gen 2 Type-A 1x USB 3.2 Gen 2 Type-C (Display / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x DC-in
Văn phòng,laptop-asus-vivobook-16-m1605ya-mb303w,Laptop ASUS Vivobook 16 M1605YA-MB303W,14000000,77,93,asus,vivobook,1.9,"Sở hữu màn hình kích thước 16 inch WUXGA cho hình ảnh rõ nét với màu sắc và gam màu phong phú CPU AMD Ryzen 7 7730U có thể xử lý đa nhiệm các chương trình đòi hỏi hiệu suất cao một cách hiệu quả Đồ họa AMD Radeon cải thiện đáng kể đầu ra hình ảnh và tăng cường hiệu suất tổng thể RAM 16 GB cùng ổ cứng 512 GB SSD rộng rãi, lưu trữ nhiều file, tài liệu Bàn phím Chiclet tích hợp cảm biến vân tay hỗ trợ bảo mật thông tin hiệu quả",Bạc,2023,Hàn Quốc,AMD Radeon Graphics,"AMD Ryzen 7 7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,512GB,60 Hz,Tấm nền IPS,16 inches,Độ sáng 300nits Độ phủ màu 45% NTSCMàn hình chống chói TÜV Rheinland-certified,1920 x 1200 pixels (WUXGA),SonicMasterLoa tích hợpMicrô mảng tích hợp,Vỏ nhựa,35.87 x 24.95 x 1.99 ~ 1.99 cm (W x H x D),1.88 kg,"Wi-Fi 6, Bảo mật vân tay",,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),720p HD với màn trập camera,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 1*1,Bluetooth 5.3,1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C hỗ trợ sạc  2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Văn phòng,laptop-lg-gram-2023-ultra-slim-16z90rs-g-ah54a5,Laptop LG GRAM 2023 16Z90RS-G.AH54A5,33990000,7,15,lg,gram,0.0,"Chip i5-1340P kết hợp cùng Intel Iris Xe Graphics đem lại nhiều tiện ích trong việc giải quyết công việc văn phòng cũng như chỉnh sửa nhẹ hình ảnh Màn hình 16 inch kết hợp cùng độ phủ màu DCI-P3 100% và công nghệ chống chói giúp bạn trải nghiệm được hình ảnh sống động nhưng vẫn bảo vệ được đôi mắt RAM 16GB cùng ổ cứng SSD 512GB giúp bạn tự tin lưu trữ dữ liệu mà không sợ hết Thiết kế laptop mỏng nhẹ, trọng lượng chỉ 1.25kg , rất dễ dàng để bạn mang theo bên người mà không lo nặng vai",Xanh,2021,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB Cache, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,16GB LPDDR5 6000MHz 1 thanh RAM 16GB,512GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),512GB,120Hz,Tấm nền Oled,16 inches,Màn hình chống chóiĐộ sáng 400nits Độ phủ màu DCI-P3 100%Thời gian phản hồi 0.2ms,3200 x 2000 pixel (WQHD+),Âm thanh HD cùng với Dolby Atmos,,"35,51cm x 24,13cm x 1,59cm (Dài x Rộng x Cao)",1230g,Wi-Fi 6,,,Webcam IR FHD IR có nhận diện khuôn mặt,Windows 11 Home,80 Wh Li-Ion,Intel Wireless-AX211,BT 5.1,2x USB 4 Gen3x2 Type C USB Type A
Văn phòng,laptop-asus-vivobook-s-15-s5507qa-ma089ws-copilot-x-elite,Laptop ASUS Vivobook S 15 S5507QA-MA089WS Copilot+ X Elite,31490000,85,23,asus,vivobook,3.9,"CPU Snapdragon X Elite X1E 78 100 mạnh mẽ cùng 32GB RAM LPDDR5X siêu tốc, xử lý mượt mà mọi tác vụ, từ công việc văn phòng đến thiết kế và chơi game nhẹ. Màn hình OLED 15.6 inch 3K cho trải nghiệm hình ảnh tuyệt đẹp với màu sắc sống động, dải màu 100% DCI-P3 đáp ứng mọi nhu cầu giải trí và thiết kế chuyên nghiệp. Ổ cứng 1TB PCIe NVMe SSD mang đến tốc độ truy xuất dữ liệu cực nhanh, rút ngắn thời gian khởi động máy và ứng dụng, cho trải nghiệm mượt mà chưa từng có. Vỏ máy màu bạc sang trọng cùng thiết kế mỏng nhẹ, Vivobook S 15 dễ dàng đồng hành cùng bạn mọi lúc mọi nơi.",Bạc,2022,Singapore,Qualcomm Adreno GPU,"Snapdragon X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng) Qualcomm AI Engine lên đến tổng cộng 75 TOP",32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 NVMe PCIe 4.0 SSD,1TB,120 Hz,Tấm nền Oled,15.6 inches,Độ phân giải 3KTỉ lệ 16:9  Thời gian phản hồi 0.2ms Độ sáng 600nits HDR Độ phủ màu 100% DCI-P3 Công nghệ Low Blue Light phát ra ít hơn 70% ánh sáng xanh gây hại Công nghệ bảo vệ mắt SGS Eye Care Display,,Công nghệ Amp thông minh Loa tích hợp Micrô mảng tích hợp harman/kardon (Mainstream),,35.26 x 22.69 x 1.47 ~ 1.59 cm,1.42 kg,"Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet đèn nền 1 vùng RGB với phím Num-key,Webcam hồng ngoại có hỗ trợ Windows Hello Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Bộ xử lý bảo mật Microsoft Pluton Mô-đun nền tảng đáng tin cậy (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello với nắp che linh hoạt,Windows 11 Home,"70WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4 Wireless Card,2x USB 3.2 Thế hệ 1 Loại A 2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị / Sạc 1x HDMI 2.1 TMDS 1x 3.5mm Giắc cắm âm thanh kết hợp Đầu đọc thẻ Micro SD
Văn phòng,laptop-lenovo-thinkbook-14-g6-irl-21kg00rdvn,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00RDVN,17990000,18,97,lenovo,thinkbook,5.0,"Vi xử lý Intel Core i5-13420H, mang lại hiệu suất đáng tin cậy cho các tác vụ đa nhiệm. 16GB RAM, máy có khả năng xử lý mượt mà các ứng dụng nặng và giúp người dùng làm việc hiệu quả hơn. Ổ cứng SSD 512GB PCIe cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh chóng. Màn hình 14.0 inch WUXGA cho hình ảnh sắc nét và sống động, phù hợp cho cả công việc lẫn giải trí. Thiết kế màu xám hiện đại và sang trọng, dễ dàng mang theo bên mình.",Xám,2023,Nhật Bản,Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16GB,DDR5-5200,16GB DDR5-5200 2x 8GB (Nâng cấp tối đa 64GB DDR5-5200),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hai ổ đĩa, 2x M.2 SSD, nâng cấp tối đa 2TB)",512GB,,Tấm nền IPS,14 inches,Độ sáng 300nits Màn hình chống chói Độ phủ màu 45% NTSC,1920 x 1200 pixels (WUXGA),"Loa âm thanh nổi, 2W x2 Dolby Audio Âm thanh độ phân giải cao (HD) codec Realtek ALC3287",Vỏ kim loại,313.5 x 224 x 16.9 mm (W x D x H),1.38 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",,Firmware TPM 2.0 EnabledCamera hồng ngoại cho Windows Hello (nhận dạng khuôn mặt) Màn trập riêng tư của máy ảnh,FHD 1080p + IR Hybrid với màn trập bảo mật,"Windows 11 Home Single Language, English (Bản dùng thử Office + Absolute Home & Office Basic 1 năm)",60Wh,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,"2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x HDMI 2.1 1x Headphone / microphone (3.5mm)1x Ethernet (RJ-45)1x SD card reader"
Văn phòng,laptop-asus-zenbook-duo-ux8406ma-pz307w,Laptop ASUS Zenbook DUO UX8406MA-PZ307W,25000000,53,61,asus,zenbook,4.7,"Máy có thiết kế mỏng nhẹ với trọng lượng chỉ 1.65kg, vỏ kim loại nguyên khối sang trọng Máy sở hữu màn hình 14.0 inch độ phân giải 3K OLED cho hình ảnh sắc nét, sống động Được trang bị vi xử lý Intel Core U7 cùng 16GB RAM và ổ cứng SSD 512GB PCIe cho hiệu năng cao, xử lý đa nhiệm mượt mà Máy được trang bị bút cảm ứng, cổng Thunderbolt 4, Wi-Fi 6E và nhiều tiện ích khác",Xám,2022,Nhật Bản,Intel Arc Graphics,"Intel Core Ultra 7 155H (1.4 GHz, 24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,120Hz,Tấm nền Oled,14 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 500nits HDR  Độ phủ màu 100% DCI-P3Display HDR True Black 500 1.07 tỷ màuGiảm ánh sáng xanh 70%,2880 x 1800 pixels,Công nghệ khuếch đại thông minh  Loa tích hợp  Micrô mảng tích hợp Harman/kardon (Premium),Vỏ kim loại,31.35 x 21.79 x 1.46 ~ 1.99 cm (W x H x D),1.65 kg,"Wi-Fi 6, Màn hình cảm ứng, Nhận diện khuôn mặt, Màn hình Oled",,Webcam hồng ngoại có hỗ trợ Windows Hello  Mô-đun nền tảng đáng tin cậy (TPM) 2.0,Camera FHD có chức năng IR hỗ trợ Windows Hello,Windows 11 Home,"75WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x USB 3.2 Gen 1 Type-A  2x Thunderbolt 4 (hiển thị / Sạc)  1x HDMI 2.1 TMDS  1x 3.5mm Combo Audio Jack
